
TEST_1.png,AD
TEST_2.png,LEO
TEST_3.png,LENA
TEST_4.png,KEVIN
TEST_5.png,GRODZKI
TEST_6.png,CAROLINE
TEST_7.png,VALENTINE
TEST_8.png,CHANTELOUP
TEST_9.png,MAHETHIRAN
TEST_10.png,AYAM GORENG
TEST_11.png,SELAMAT DATANG
TEST_12.png,HARI INI RABU
TEST_13.png,HARI INI SENIN
TEST_14.png,EDBERT PURWANTO
TEST_15.png,TAHUN BARU IMLEK
TEST_16.png,DE RICHARD ESTEBA
TEST_17.png,ADIOS PETAPA GENIT
TEST_18.png,UZUMAKI NARUTO NAKAL
TEST_19.png,DAERAH KHUSUS IBUKOTA
TEST_20.png,COMPUTER VISION IN IOT
TEST_21.png,EVAN NICKOLAUS KURNIADY
TEST_22.png,EDBERT BERUSAHA IP EMPAT
TEST_23.png,EDBERTP BERUSAHA IP EMPAT
TEST_24.png,ABCDEFGHIJKLMNOPQRSTUVWXYZ
TEST_25.png,INI IBU BUDI INI BAPAK BUDI
TEST_26.png,KATA EVAN CWK KU ADA SEPULUH
TEST_27.png,MAU INDONESIA INDONESIA CEMAS
TEST_28.png,ALABAMA DJOGJAKARTA SEMARANGAN
TEST_29.png,CALIFORNIA DJOGJAKARTA DJAKARTA
TEST_30.png,FREEPORT MCMORAN ITU FREEPORT FCX
TEST_31.png,TSUNADE SENJJU SANG HOKAGE PEMABUK
TEST_32.png,FREEPORT MCMORAN BERLOKASI DI PAPUA
TEST_33.png,AKU MENTERI PALING MUDA DI INDONESIA
TEST_34.png,TSUNADE NO BAACHAN KATA UZUMAKI NARUTO
TEST_35.png,TSUNADE NO BAACHAN KATA UZUMAKI NARUTO
